,ds,yhat,yhat_lower,yhat_upper
6749,2011-06-25,94687466.4955185,93430339.15218589,96022584.61529478
6750,2011-06-26,94688922.94734755,93394825.17689799,95861580.50469801
6751,2011-06-27,94690445.69742875,93496744.81788471,95996759.9584895
6752,2011-06-28,94692016.11356387,93478446.21446548,95952459.40088695
6753,2011-06-29,94693616.65600425,93422555.29941073,95968372.62971206
6754,2011-06-30,94695227.07923198,93468306.19269498,95949534.05518
6755,2011-07-01,94700840.19828108,93443794.65255935,95908401.67327762
6756,2011-07-02,94702456.59709434,93385385.75959934,95883343.4594479
6757,2011-07-03,94704011.17837451,93486740.05765833,95930558.93319015
6758,2011-07-04,94705501.38184644,93416599.18562567,95954098.34156835
6759,2011-07-05,94706909.93818629,93485726.2689101,95914825.6665916
6760,2011-07-06,94708224.73649555,93466476.71581306,96032896.33716981
6761,2011-07-07,94709434.83286852,93503466.93122862,95924393.34559439
6762,2011-07-08,94714545.90241191,93481431.74174087,95941829.97728445
6763,2011-07-09,94715574.52269691,93452214.9282273,95921541.98365107
6764,2011-07-10,94716474.20200573,93486875.11339281,95982191.08754407
6765,2011-07-11,94717262.99616228,93416863.53502886,95894833.74209586
6766,2011-07-12,94717945.6005057,93500237.89617757,96040593.70552734
6767,2011-07-13,94718532.51600207,93384324.3987911,95985917.81625935
6768,2011-07-14,94719035.33930849,93449848.05877134,95877634.81406838
6769,2011-07-15,94723481.50185943,93497328.88333601,96041355.85054019
6770,2011-07-16,94723907.86840118,93546359.24845038,95972885.30723533
6771,2011-07-17,94724286.12981369,93479058.64771116,95913388.97780082
6772,2011-07-18,94724649.85384999,93521624.93518123,96049134.68795602
6773,2011-07-19,94725016.0979397,93481808.64633949,95948097.72943585
6774,2011-07-20,94725404.19784385,93523071.75071682,96019499.18866631
6775,2011-07-21,94725830.7935167,93468353.10409601,95996604.32889599
6776,2011-07-22,94730324.42518327,93337560.12355559,95926494.86925703
6777,2011-07-23,94730919.11415839,93458266.43597029,95980957.0341162
6778,2011-07-24,94731579.86338764,93489754.07901199,95933919.36855464
6779,2011-07-25,94732329.93753092,93426710.62502813,96065606.36956188
6780,2011-07-26,94733172.81910495,93457579.55986726,95916384.3331185
6781,2011-07-27,94734111.44326936,93463017.1452333,96003731.41690665
6782,2011-07-28,94735143.75819701,93330729.30844772,96023945.01220609
6783,2011-07-29,94740277.92687275,93497693.68478993,95968551.55285506
6784,2011-07-30,94741526.56547192,93529190.38979027,95987700.59837836
6785,2011-07-31,94742832.93233353,93399092.26520504,96009833.61668329
6786,2011-08-01,94744198.90545055,93417434.95522334,96010692.0919512
6787,2011-08-02,94745607.62285304,93544425.87666307,96014686.15912047
6788,2011-08-03,94747043.36678402,93447772.50138728,95962670.84427856
6789,2011-08-04,94748487.71805935,93486901.99660508,95990574.5217528
6790,2011-08-05,94753935.27768692,93514085.34985407,95945227.26058732
6791,2011-08-06,94755388.3344983,93556821.2944999,95968505.75104317
6792,2011-08-07,94756783.37929036,93431038.21561064,96019198.21521902
6793,2011-08-08,94758119.29318951,93396030.91229415,95982961.99519521
6794,2011-08-09,94759380.07802764,93610986.23432876,96088608.54223858
6795,2011-08-10,94760554.70687298,93474419.00831734,96088226.77645673
6796,2011-08-11,94761633.12226519,93434790.23629984,96032579.32126442
6797,2011-08-12,94766621.68426412,93522167.54248314,96019991.6356509
6798,2011-08-13,94767537.4558171,93459944.14342006,95915678.0315163
6799,2011-08-14,94768334.23813494,93522682.67948197,95995688.75322829
6800,2011-08-15,94769030.19903903,93539764.48076496,96010290.78508502
6801,2011-08-16,94769629.97989604,93521584.40059808,96026747.92334303
6802,2011-08-17,94770143.87912627,93515806.87874267,96137886.18171425
6803,2011-08-18,94770583.16106996,93530303.27978507,95971878.77310129
6804,2011-08-19,94774974.81427892,93523355.88000667,95911407.87470226
6805,2011-08-20,94775355.1687268,93621049.94919914,96058413.08798814
6806,2011-08-21,94775695.30595523,93493200.67806487,96016302.56661272
6807,2011-08-22,94776028.12510863,93502007.98793153,96045901.60898666
6808,2011-08-23,94776369.96849677,93528325.5252361,95990468.60376924
6809,2011-08-24,94776739.42015472,93598756.27223913,96055672.21690822
6810,2011-08-25,94777152.33863612,93567982.42074086,96097045.84024091
6811,2011-08-26,94781636.45712787,93505415.13152613,95974452.18119468
6812,2011-08-27,94782224.96568137,93604512.27926324,96123880.7371767
6813,2011-08-28,94782882.01098147,93457877.43060443,96029475.93018517
6814,2011-08-29,94783629.97406235,93575524.54039034,96058718.6263875
6815,2011-08-30,94784471.42318866,93518728.79928921,96081747.26415856
6816,2011-08-31,94785408.3452654,93593961.8042545,96037564.19243984
6817,2011-09-01,94786437.70353101,93561858.44706397,95977667.60713118
6818,2011-09-02,94791566.63818213,93692219.67126289,96059536.83650112
6819,2011-09-03,94792806.70583396,93532287.90594697,96091109.81215242
6820,2011-09-04,94794100.07248712,93491167.66374514,96067162.81724417
6821,2011-09-05,94795447.49844642,93464663.07455176,96033202.59508774
6822,2011-09-06,94796830.98992282,93566157.34150316,96118742.8953764
6823,2011-09-07,94798233.69837874,93411045.92044118,96057488.69602741
6824,2011-09-08,94799636.09395589,93504506.46698411,96014156.0474586
6825,2011-09-09,94805031.70978598,93563892.75042549,96025408.68819773
6826,2011-09-10,94806421.83543864,93497447.23829828,96065445.2580321
6827,2011-09-11,94807742.05929333,93532448.45058912,96089621.10937135
6828,2011-09-12,94808990.48664227,93508062.06433018,96042016.68979096
6829,2011-09-13,94810150.50024451,93468094.61047445,96071607.46793866
6830,2011-09-14,94811210.64027733,93596007.12927859,96056778.91540997
6831,2011-09-15,94812160.62995464,93588229.11831687,96095369.41527374
6832,2011-09-16,94817006.84761037,93464925.5903599,96138418.97232695
6833,2011-09-17,94817766.63145998,93577192.17303357,96024276.87583683
6834,2011-09-18,94818394.32851756,93526571.03649046,96101525.59095365
6835,2011-09-19,94818908.92954853,93489991.24658862,96017425.1641692
6836,2011-09-20,94819316.17477852,93557149.9035942,96018597.49043496
6837,2011-09-21,94819627.72768097,93597242.94593719,96045754.9619429
6838,2011-09-22,94819856.46523854,93540396.56423053,96118963.17798449
6839,2011-09-23,94824031.20866364,93562986.61651327,96018974.48550722
6840,2011-09-24,94824190.30431792,93570618.85680895,96115750.3778235
6841,2011-09-25,94824306.98943505,93588996.50490658,96205138.62497473
6842,2011-09-26,94824416.40652426,93509306.66225544,96134343.57487017
6843,2011-09-27,94824537.17134288,93581643.48755686,96169909.66485143
6844,2011-09-28,94824690.1094525,93518884.65859203,96068884.13447936
6845,2011-09-29,94824893.22439593,93594525.36064844,96099933.08273686
6846,2011-09-30,94829176.23259117,93544429.56732306,96141720.62943117
6847,2011-10-01,94829574.08188717,93522768.24561949,96207063.12184958
6848,2011-10-02,94830052.39142837,93519912.51752031,96077324.75412752
6849,2011-10-03,94830634.67546159,93511447.66462858,96096287.19543959
6850,2011-10-04,94831324.25044563,93620005.67010573,96079724.10182081
6851,2011-10-05,94832123.43081018,93613516.37141676,96183279.83923791
6852,2011-10-06,94833029.06286018,93550694.0031911,96067232.77845497
6853,2011-10-07,94838047.71490456,93513538.29813538,96060520.97843601
6854,2011-10-08,94839189.92056242,93534568.98024714,96105749.99949272
6855,2011-10-09,94840396.39053278,93623960.72421326,96003339.86052816
6856,2011-10-10,94841666.03140987,93649787.57332022,96067009.6248504
6857,2011-10-11,94842978.64590342,93532455.48257403,96068466.32330391
6858,2011-10-12,94844314.89463295,93611158.4819302,96106467.05532265
6859,2011-10-13,94845652.54442947,93663478.51482897,96193047.67556229
6860,2011-10-14,94850982.29804586,93570040.68771128,96116098.33034785
6861,2011-10-15,94852302.5811799,93519980.112547,96129726.61002328
6862,2011-10-16,94853546.18385324,93589486.58725119,96165807.70641707
6863,2011-10-17,94854708.57988943,93514400.15204827,96187107.15550067
6864,2011-10-18,94855770.78791614,93624344.15785466,96078810.17096354
6865,2011-10-19,94856719.34741096,93590159.91011386,96107299.22357017
6866,2011-10-20,94857542.43261217,93578458.08342306,96100992.93480153
6867,2011-10-21,94862245.4017345,93554484.25784871,96251471.8679067
6868,2011-10-22,94862845.16455635,93582682.60877669,96099989.97014394
6869,2011-10-23,94863296.27703083,93597889.20028573,96151096.78366178
6870,2011-10-24,94863618.60241073,93653577.0738027,96243695.11154452
6871,2011-10-25,94863819.4217499,93604572.57452253,96158085.01853065
6872,2011-10-26,94863912.58986641,93604779.97463702,96051786.22823204
6873,2011-10-27,94863913.78461485,93581209.38661042,96042322.95742948
6874,2011-10-28,94867855.17364626,93626038.33186874,96022962.39689103
6875,2011-10-29,94867778.90935832,93533581.53614023,96144210.91992448
6876,2011-10-30,94867662.3883759,93558374.8877069,96102860.52748263
6877,2011-10-31,94867545.14192934,93624617.8933784,96140384.58088611
6878,2011-11-01,94867450.26521619,93570508.38699865,96121166.47076973
6879,2011-11-02,94867403.00459446,93536019.88888055,96112971.487973
6880,2011-11-03,94867425.5700211,93607793.682712,96057709.9561473
6881,2011-11-04,94871551.51263285,93640654.32011752,96129826.89120437
6882,2011-11-05,94871819.08950634,93585621.56884381,96103706.38372707
6883,2011-11-06,94872196.55847605,93653954.3991776,96126699.66475965
6884,2011-11-07,94872709.27085179,93618190.07213122,96099359.68995725
6885,2011-11-08,94873361.4664148,93679250.01466012,96142061.90740775
6886,2011-11-09,94874155.38069604,93580317.715517,96012907.40111552
6887,2011-11-10,94875086.71816318,93610297.59000476,96144815.06331813
6888,2011-11-11,94880159.81284034,93604151.5560887,96109590.58008166
6889,2011-11-12,94881381.87593512,93664179.76920126,96140953.00799602
6890,2011-11-13,94882689.24742854,93716686.62514661,96169616.0672523
6891,2011-11-14,94884075.49083345,93650486.90223213,96104281.20597333
6892,2011-11-15,94885514.20498595,93626193.88831125,96126405.285339
6893,2011-11-16,94886979.13138886,93584874.95695072,96124223.7355267
6894,2011-11-17,94888440.5792291,93670076.50632815,96202156.1866834
6895,2011-11-18,94893881.459031,93686468.97667027,96198336.85789719
6896,2011-11-19,94895292.29585086,93565363.9390131,96195772.791244
6897,2011-11-20,94896598.11309958,93567084.21949095,96209202.08163923
6898,2011-11-21,94897787.00396341,93608456.18770017,96092738.3473093
6899,2011-11-22,94898833.24642596,93696122.8862411,96201572.81637453
6900,2011-11-23,94899717.5275387,93633386.81935386,96126109.26493707
6901,2011-11-24,94900423.29165672,93701352.6894465,96225119.15197386
6902,2011-11-25,94904952.5019838,93720920.94369312,96182038.29723532
6903,2011-11-26,94905320.19064994,93664618.66750208,96164716.31685035
6904,2011-11-27,94905480.69863765,93654061.68207754,96185531.14023268
6905,2011-11-28,94905455.43846498,93552757.21175326,96145136.36789455
6906,2011-11-29,94905255.05689773,93656318.08845341,96243188.01950735
6907,2011-11-30,94904898.58939616,93744034.52135079,96197024.83045535
6908,2011-12-01,94904408.65116541,93704225.73360719,96195671.58833252
6909,2011-12-02,94907825.98757422,93635781.35594922,96111790.62180437
6910,2011-12-03,94907202.79491335,93702999.11463124,96214222.71801293
6911,2011-12-04,94906527.74986473,93654158.51212965,96230834.22702274
6912,2011-12-05,94905852.61787112,93644961.56113213,96144532.74587753
6913,2011-12-06,94905213.35408296,93601953.83202907,96125285.27966197
6914,2011-12-07,94904648.32301916,93692717.95899343,96144949.70443904
6915,2011-12-08,94904192.7132127,93652092.96070492,96255194.86346172
6916,2011-12-09,94907892.4969896,93643233.63729398,96217176.97293891
6917,2011-12-10,94907797.368837,93714153.70015354,96186360.06716307
6918,2011-12-11,94907885.61755672,93689349.42377847,96169009.35077539
6919,2011-12-12,94908190.81295694,93662270.52578421,96082110.35651067
6920,2011-12-13,94908723.22462729,93645702.59456983,96099802.60429971
6921,2011-12-14,94909488.59586138,93676500.63543281,96122261.8856967
6922,2011-12-15,94910483.33893782,93687604.9309377,96116154.35890923
6923,2011-12-16,94915709.4850117,93677275.0500924,96269535.61694674
6924,2011-12-17,94917168.79869449,93641316.69035359,96103342.13192365
6925,2011-12-18,94918788.98320413,93790222.36515743,96240890.71479835
6926,2011-12-19,94920551.82231233,93662698.84209861,96096245.64888117
6927,2011-12-20,94922416.13778517,93601366.08516316,96207504.51175392
6928,2011-12-21,94924338.14323409,93719017.55491324,96193284.41181251
6929,2011-12-22,94926268.21627972,93694424.82675353,96138412.07702966
6930,2011-12-23,94932167.37703,93755239.44720724,96119681.48595546
6931,2011-12-24,94934002.83801945,93596599.78816952,96223996.48960166
6932,2011-12-25,94935675.50815822,93579277.05205356,96137278.34073304
6933,2011-12-26,94937149.256434,93680174.76880711,96165395.46399385
6934,2011-12-27,94938374.77761866,93739397.9641529,96246816.53267947
6935,2011-12-28,94939310.60959113,93678086.44087794,96165039.23228307
6936,2011-12-29,94939920.29898153,93729553.81711744,96167868.0490148
6937,2011-12-30,94944188.98486425,93764291.64726663,96298171.45918356
6938,2011-12-31,94944118.75492945,93638901.62401117,96186842.83168188
6939,2012-01-01,94943655.65395793,93526024.46885696,96108021.23099062
6940,2012-01-02,94942818.15582529,93761270.47187917,96202426.81926349
6941,2012-01-03,94941619.95497614,93697860.68812896,96269983.29509391
6942,2012-01-04,94940089.64863868,93715180.24341075,96191534.88975036
6943,2012-01-05,94938266.33565846,93762616.75842509,96229072.79497015
6944,2012-01-06,94940214.43769944,93600774.98420544,96174636.56953664
6945,2012-01-07,94938017.13924342,93636952.79761468,96179786.48115593
6946,2012-01-08,94935701.37315111,93694173.25419232,96094268.3113092
6947,2012-01-09,94933364.21370074,93633497.756712,96246160.21000515
6948,2012-01-10,94931093.58617419,93614675.31385775,96198031.48321536
6949,2012-01-11,94928985.9184412,93683840.1633555,96063977.95900057
6950,2012-01-12,94927139.81421638,93677074.70133907,96256420.69544676
6951,2012-01-13,94929669.10570285,93609249.05931164,96220701.98030889
6952,2012-01-14,94928694.73078193,93637370.10760708,96199762.37741505
6953,2012-01-15,94928268.40566209,93675683.60103859,96205791.9340188
6954,2012-01-16,94928497.99324535,93749694.38797237,96180216.25446774
6955,2012-01-17,94929467.50772724,93635140.79182681,96128681.65556985
6956,2012-01-18,94931254.4045194,93650453.8485556,96186174.1176495
6957,2012-01-19,94933923.25028351,93662355.26505217,96225992.04494092
6958,2012-01-20,94941539.13689084,93681666.64228842,96182727.77195454
6959,2012-01-21,94946160.28129368,93758306.6579869,96241505.8562732
6960,2012-01-22,94951762.76976599,93586020.85762736,96243262.26435249
6961,2012-01-23,94958367.3252644,93692146.18463628,96244656.241411
6962,2012-01-24,94965961.00834686,93707269.27182184,96214051.57475233
6963,2012-01-25,94974516.46279234,93664658.12785281,96220944.62272327
6964,2012-01-26,94983987.75581968,93765251.45135596,96257095.72157331
6965,2012-01-27,94998326.12599263,93769578.97972117,96257966.65121022
6966,2012-01-28,95009475.02550629,93792429.52627362,96258939.2841258
6967,2012-01-29,95021297.35685255,93817103.06127109,96179502.04793888
6968,2012-01-30,95033704.7224792,93802538.54509139,96269726.63636306
6969,2012-01-31,95046581.53760457,93804372.64338858,96395064.19564049
6970,2012-02-01,95059806.5584678,93797261.01231584,96267850.51915105
6971,2012-02-02,95073250.8199813,93820755.70288771,96332681.58114298
6972,2012-02-03,95090795.24431974,93848317.30275656,96350909.49243513
6973,2012-02-04,95104327.26130292,93939226.19995192,96432401.92805076
6974,2012-02-05,95117669.30164094,93952337.24034588,96338400.69189094
6975,2012-02-06,95130708.95064282,93810908.46188758,96336485.49390113
6976,2012-02-07,95143323.5902647,93942138.84627728,96342264.4390476
6977,2012-02-08,95155402.0687954,93919325.915311,96436049.65564471
6978,2012-02-09,95166842.38880488,93926927.49579507,96392379.48774739
6979,2012-02-10,95181568.68127422,93964094.24063998,96468763.3391157
6980,2012-02-11,95191526.82270613,93880842.24612999,96434048.32676977
6981,2012-02-12,95200611.58136138,93877832.07817702,96462639.61495173
6982,2012-02-13,95208795.11378068,93889408.16193558,96472777.48176329
6983,2012-02-14,95216049.68062876,93955766.7715009,96538957.8594026
6984,2012-02-15,95222367.16884653,93997918.3086878,96486626.1362276
6985,2012-02-16,95227754.46371174,94040381.8980047,96472236.2860006
6986,2012-02-17,95236247.99561171,93994646.99661842,96444593.74653986
6987,2012-02-18,95239906.87764819,93925827.22905956,96500074.29571152
6988,2012-02-19,95242737.58044529,94018759.16291752,96485093.54936394
6989,2012-02-20,95244820.02490316,94087888.67328641,96524143.37692614
6990,2012-02-21,95246228.0193484,94054994.95645931,96632144.16059425
6991,2012-02-22,95247046.68185669,93972598.39642061,96586429.05554344
6992,2012-02-23,95247365.94015428,94015220.97655009,96420264.1488462
6993,2012-02-24,95251293.47651118,93989317.82600445,96526603.6124671
6994,2012-02-25,95250946.56911038,94029006.1447299,96484039.60040341
6995,2012-02-26,95250375.80353782,93940618.46267596,96552125.19107789
6996,2012-02-27,95249690.55368899,93985240.21548223,96494428.71609302
6997,2012-02-28,95248979.16798206,94078728.45764333,96493502.01122007
6998,2012-02-29,95248326.50182818,94078798.79320368,96549214.98566075
6999,2012-03-01,95247807.87977123,94038375.14623497,96467494.2915321
7000,2012-03-02,95251502.83688454,93907518.68196847,96497667.9294742
7001,2012-03-03,95251488.06481828,93963790.08576423,96482965.59667903
7002,2012-03-04,95251762.50256951,93958538.90274362,96597049.84949674
7003,2012-03-05,95252374.43118589,93985277.7033425,96560728.16504692
7004,2012-03-06,95253343.46283118,93945672.15157509,96528159.753134
7005,2012-03-07,95254680.01558936,94003900.9225151,96570435.98167782
7006,2012-03-08,95256381.3050952,94031438.78938131,96486821.74443017
7007,2012-03-09,95262447.14892006,94014196.24148607,96486871.54843363
7008,2012-03-10,95264874.95555268,93991843.85212378,96484034.24902695
7009,2012-03-11,95267586.78601214,93897465.0616417,96480562.06511125
7010,2012-03-12,95270558.29814698,94091661.86785191,96515123.62839955
7011,2012-03-13,95273742.41903222,94001564.11660886,96563916.08945823
7012,2012-03-14,95277090.29709819,94032181.33971477,96600134.08941437
7013,2012-03-15,95280548.53158736,94062228.39109015,96555208.40688674
7014,2012-03-16,95288075.94882,93991335.14602515,96513479.86171646
7015,2012-03-17,95291639.27829628,94056839.09888887,96627049.45585681
7016,2012-03-18,95295140.60587025,93999688.47354147,96445990.64710416
7017,2012-03-19,95298546.41140962,93998323.39183813,96551144.11439006
7018,2012-03-20,95301811.04180187,94041600.72885387,96616565.39452863
7019,2012-03-21,95304897.18418215,94066364.15161958,96610369.32490818
7020,2012-03-22,95307772.35751237,94087005.48824297,96609098.06066522
7021,2012-03-23,95314424.71911953,94086005.49287176,96630168.94709402
7022,2012-03-24,95316857.57207462,94080272.59771788,96501369.1473814
7023,2012-03-25,95319015.48821743,94103317.02326448,96574067.69345799
7024,2012-03-26,95320911.89540063,94053803.18854079,96525510.29473594
7025,2012-03-27,95322551.02335395,94010929.59155081,96534261.97021243
7026,2012-03-28,95323946.81771223,94112270.53607811,96660602.00850473
7027,2012-03-29,95325117.88486747,94005240.70601831,96573121.73149677
7028,2012-03-30,95330101.8074039,94068595.95287712,96608829.92627618
7029,2012-03-31,95330948.25659001,94054803.04044305,96550065.04010421
7030,2012-04-01,95331643.85367455,93985427.88014036,96552648.8929289
7031,2012-04-02,95332238.66088377,94057264.75650148,96576228.68344933
7032,2012-04-03,95332767.22340274,94080129.67116798,96544032.259676
7033,2012-04-04,95333266.79267308,94060536.03939514,96542036.60765384
7034,2012-04-05,95333771.80788806,94044856.3357052,96559796.93608235
7035,2012-04-06,95338327.98282461,94016180.27572675,96671750.17072806
7036,2012-04-07,95338985.42494844,94152814.05856405,96587840.44400856
7037,2012-04-08,95354148.42562827,94083256.03793205,96694778.02295642
7038,2012-04-09,95369428.32243066,94162636.06183815,96594401.22792056
7039,2012-04-10,95384839.2702042,94155279.7646536,96568056.77769275
7040,2012-04-11,95400392.592937,94077768.98448704,96751909.88756745
7041,2012-04-12,95416092.23173244,94109445.60509999,96564102.47130796
7042,2012-04-13,95435949.91036727,94177201.34470636,96672589.24868248
7043,2012-04-14,95451979.41051723,94124795.59891006,96667161.24623165
7044,2012-04-15,95468122.86568224,94209409.1732478,96721733.44647907
7045,2012-04-16,95484378.90507357,94223243.09300835,96675249.0403507
7046,2012-04-17,95500725.51377693,94293577.80976471,96812149.3638253
7047,2012-04-18,95517140.18092768,94356924.89706051,96782104.50607754
7048,2012-04-19,95533596.35234286,94261382.47374174,96742323.21495254
7049,2012-04-20,95554079.47428189,94346580.29240568,96794035.62734213
7050,2012-04-21,95570581.99654716,94300910.63296126,96806715.4896395
7051,2012-04-22,95587030.22505608,94279653.73462309,96797672.03701365
7052,2012-04-23,95603412.8416912,94263990.84173149,96817995.4561236
7053,2012-04-24,95619703.95003597,94382905.91134965,96829132.83131711
7054,2012-04-25,95635883.21690693,94374046.51588665,96920577.211178
7055,2012-04-26,95651932.13013515,94482857.2136524,96899139.98545696
7056,2012-04-27,95671849.66889198,94393025.35898198,97007373.52067773
7057,2012-04-28,95687646.7696275,94372626.2181626,96956422.4550019
7058,2012-04-29,95703272.49731064,94509886.1466384,96960197.49603467
7059,2012-04-30,95718741.76337287,94347842.50441146,96948969.09454913
7060,2012-05-01,95734057.47581927,94562223.8021275,97055433.94127333
7061,2012-05-02,95749229.7206752,94460055.21006888,96877314.94709449
7062,2012-05-03,95764271.02595869,94526273.38999498,97099065.81296532
7063,2012-05-04,95783211.03573856,94529402.45301533,97060056.87408811
7064,2012-05-05,95798090.00818655,94608469.16266273,97142267.9988716
7065,2012-05-06,95812884.07679692,94529410.67183878,97133451.67708896
7066,2012-05-07,95827632.14343141,94598755.30444095,97102262.97022736
7067,2012-05-08,95842357.31288536,94635085.87763633,97089610.38872133
7068,2012-05-09,95857085.48865616,94606903.74943163,97000475.35320872
7069,2012-05-10,95871840.19732799,94533016.8856525,97129191.0872045
7070,2012-05-11,95890656.98063065,94753638.07897443,97240375.72443447
7071,2012-05-12,95905576.77556705,94699212.60387857,97148742.63068406
7072,2012-05-13,95920571.22312804,94582729.74186024,97176171.73539612
7073,2012-05-14,95935669.77047981,94606923.99441513,97116237.12552476
7074,2012-05-15,95950881.46761577,94765445.84142354,97219338.88737199
7075,2012-05-16,95966214.06484391,94760654.07945402,97218964.86426508
7076,2012-05-17,95981669.46107483,94759877.94174726,97160585.68832695
7077,2012-05-18,96001258.82096739,94822654.29294024,97184481.63446566
7078,2012-05-19,96016996.75745957,94711837.18343168,97195515.86487362
7079,2012-05-20,96032827.49423675,94778151.68947816,97236754.66136958
7080,2012-05-21,96048752.84578238,94790780.12868951,97267829.21352918
7081,2012-05-22,96064754.88833478,94868364.5814032,97224828.99039431
7082,2012-05-23,96080815.90088749,94877882.92636426,97334373.93085738
7083,2012-05-24,96096914.60022774,94819770.65896414,97354092.10195287
7084,2012-05-25,96117041.96415046,94905587.78492524,97325904.95582978
7085,2012-05-26,96133196.01822072,94830510.19201463,97349928.79467638
7086,2012-05-27,96149308.48287117,94832176.98028126,97373370.75596473
7087,2012-05-28,96165373.1046127,94910190.17460075,97446000.21239986
7088,2012-05-29,96181368.53510566,94877335.4925829,97502422.45067424
7089,2012-05-30,96197278.33219193,94859590.59767,97426438.58237262
7090,2012-05-31,96213087.10649791,95000381.35344258,97449566.0117692
7091,2012-06-01,96232796.1119786,94955525.36278477,97393382.6364596
7092,2012-06-02,96248417.66445217,94946161.96608703,97440877.36829312
7093,2012-06-03,96263901.29772064,95082837.77851278,97532245.2576939
7094,2012-06-04,96279261.4975632,94966261.97411114,97568247.97124565
7095,2012-06-05,96294499.89701118,94991567.68079443,97560756.5551364
7096,2012-06-06,96309624.52918495,95093764.56345336,97539131.56468861
7097,2012-06-07,96324645.18529086,94968638.85037461,97528901.0760533
7098,2012-06-08,96343588.20118617,94971033.64431113,97583041.31027178
7099,2012-06-09,96358490.0818644,95094775.2411754,97579989.92317745
7100,2012-06-10,96373322.89823766,95085557.19548464,97607406.5645961
7101,2012-06-11,96388121.3199983,95095905.53603314,97656102.13692439
7102,2012-06-12,96402904.18945925,95111979.39624779,97652115.6265823
7103,2012-06-13,96417693.25148934,95187785.84784883,97690628.38127817
7104,2012-06-14,96432508.10275666,95209982.20662841,97791961.50113419
7105,2012-06-15,96451380.69562408,95213216.27371249,97761085.99962237
7106,2012-06-16,96466348.81396063,95246629.1449471,97764922.7280324
7107,2012-06-17,96481381.45891838,95212791.80952525,97690427.67431696
7108,2012-06-18,96496506.00780447,95248713.07418138,97738482.80737536
7109,2012-06-19,96511730.04602394,95284521.0733001,97782731.1347155
7110,2012-06-20,96527060.4781943,95265030.10226925,97769543.62855323
7111,2012-06-21,96542498.96884796,95351011.60301748,97804246.78914729
7112,2012-06-22,96562057.03190933,95300297.88344514,97799627.35965799
7113,2012-06-23,96577750.167221,95353680.62353295,97891353.05915883
7114,2012-06-24,96593523.9609505,95375521.60081594,97893218.93670197
7115,2012-06-25,96609381.9902417,95316428.69115907,97814843.86678489
7116,2012-06-26,96625308.40848684,95320305.39931062,97853305.99044776
7117,2012-06-27,96641287.79362787,95376672.34754017,97827905.09610012
7118,2012-06-28,96657301.28685912,95423781.58050436,97943926.99074969
7119,2012-06-29,96677342.31923375,95466394.24422856,97959636.58947769
7120,2012-06-30,96693411.30479346,95456911.11850059,97959547.15852375
7121,2012-07-01,96709442.20002964,95467237.11601007,98008828.9762636
7122,2012-07-02,96725430.75616373,95435802.13356195,97943280.33397232
7123,2012-07-03,96741357.3303105,95455926.70920631,97971890.40606394
7124,2012-07-04,96757206.83148885,95454015.89735049,98055387.79770142
7125,2012-07-05,96772964.8264554,95438571.04057421,97961175.73049273
7126,2012-07-06,96792633.10457201,95554788.66422085,98065368.54154728
7127,2012-07-07,96808224.08606511,95534944.49230342,98051596.23400564
7128,2012-07-08,96823686.98305598,95560019.44837835,98122421.4123744
7129,2012-07-09,96839035.55293688,95651045.82692006,98095095.69759525
7130,2012-07-10,96854270.32633518,95710352.91183454,98200963.40786885
7131,2012-07-11,96869397.90437925,95607788.22233994,98157120.49137168
7132,2012-07-12,96884426.37096713,95585515.64477713,98074560.59036356
7133,2012-07-13,96903380.1412923,95592170.39694221,98017326.15134746
7134,2012-07-14,96918293.65364997,95617392.8750841,98200704.64801174
7135,2012-07-15,96933136.83648296,95719580.52795988,98115048.61138381
7136,2012-07-16,96947942.21202496,95572854.71833271,98110366.75967775
7137,2012-07-17,96962726.53909321,95731148.76066409,98211316.68936458
7138,2012-07-18,96977509.60794966,95728980.63296232,98236416.57638066
7139,2012-07-19,96992309.2484686,95670808.02229501,98262498.68253408
7140,2012-07-20,97011155.88525645,95819251.75677648,98297150.77712283
7141,2012-07-21,97026086.0556137,95678136.04870878,98349845.02305424
7142,2012-07-22,97041067.82737349,95835415.46459833,98232860.58052278
7143,2012-07-23,97056127.97910908,95872729.8249045,98321468.72989081
7144,2012-07-24,97071273.842434,95840477.63705915,98336967.77955711
7145,2012-07-25,97086512.41261978,95835428.69673768,98320851.86982061
7146,2012-07-26,97101845.77842945,95877271.90573916,98341301.39203015
7147,2012-07-27,97121286.19116218,95791679.70610885,98442240.25509664
7148,2012-07-28,97136850.17227353,95928578.2523569,98425037.52647077
7149,2012-07-29,97152484.57772775,95917132.94645151,98412222.6026025
7150,2012-07-30,97168194.46094821,95946389.128506,98411137.24980561
7151,2012-07-31,97183965.61235814,95843711.79559354,98502948.78259397
7152,2012-08-01,97199784.35959333,95987975.81598465,98505504.96755037
7153,2012-08-02,97215633.65742059,95887752.4552612,98342451.20963922
7154,2012-08-03,97235508.76646133,95965024.99707267,98519231.65016861
7155,2012-08-04,97251411.900814,96011731.4431345,98446761.85579653
7156,2012-08-05,97267278.74568929,96056254.09443033,98471832.01944448
7157,2012-08-06,97283106.67264256,95960012.98763973,98513532.08006302
7158,2012-08-07,97298877.51932584,96026201.58370826,98555963.3743358
7159,2012-08-08,97314577.51032382,96067572.2390455,98569328.95504281
